question,course,document
Is there a way to catch up if I miss a live class?,machine-learning-zoomcamp,5170565b
How can I ask questions if I can't make it to the live sessions?,machine-learning-zoomcamp,5170565b
Will the sessions be recorded if I miss them?,machine-learning-zoomcamp,5170565b
Can I ask questions outside of class hours if I miss a session?,machine-learning-zoomcamp,5170565b
How much theoretical content will be covered in the course?,machine-learning-zoomcamp,ecca790c
Will the course primarily focus on practical applications?,machine-learning-zoomcamp,ecca790c
"Where is the additional detailed theory, like the gradient update rule for logistic regression, covered?",machine-learning-zoomcamp,ecca790c
Does the course include intuitive explanations of theory?,machine-learning-zoomcamp,ecca790c
Will the course provide real-world applications of logistic regression?,machine-learning-zoomcamp,ecca790c
Will the course content be understandable if I don't know much math?,machine-learning-zoomcamp,c25b3de4
Does the course require a strong background in linear algebra?,machine-learning-zoomcamp,c25b3de4
Are there any recommended resources for learning linear algebra before starting the course?,machine-learning-zoomcamp,c25b3de4
Can I ask the community for help with math-related problems during the course?,machine-learning-zoomcamp,c25b3de4
Will there be a significant amount of complex formulas in the course material?,machine-learning-zoomcamp,c25b3de4
I filled the form but haven't received a confirmation email. What should I do?,machine-learning-zoomcamp,6ba259b1
Is it normal not to get a confirmation email after filling the form?,machine-learning-zoomcamp,6ba259b1
How can I make sure I don’t miss any course updates?,machine-learning-zoomcamp,6ba259b1
Will I get course updates if I unsubscribed from the newsletter?,machine-learning-zoomcamp,6ba259b1
Where should I check for a confirmation email if I haven't received one?,machine-learning-zoomcamp,6ba259b1
questions,machine-learning-zoomcamp,67e2fd13
How many hours per week should I dedicate to this course?,machine-learning-zoomcamp,a6897e8c
Is there an analysis of the time commitment required for this course?,machine-learning-zoomcamp,a6897e8c
Who conducted the detailed analysis of the time students need for the course?,machine-learning-zoomcamp,a6897e8c
Are there any articles discussing the time students need for different modules?,machine-learning-zoomcamp,a6897e8c
How much time did students from the previous cohort spend on their coursework?,machine-learning-zoomcamp,a6897e8c
What are the requirements to obtain a certificate in this course?,machine-learning-zoomcamp,2eba08e3
Do I need to complete all projects to get a certificate?,machine-learning-zoomcamp,2eba08e3
How many peers’ projects do I need to review to get a certificate?,machine-learning-zoomcamp,2eba08e3
Is there a version of the certificate without a robot?,machine-learning-zoomcamp,2eba08e3
Can I see an example of what the certificate looks like?,machine-learning-zoomcamp,2eba08e3
Will I receive a certificate if I don't submit the midterm project?,machine-learning-zoomcamp,1d644223
Can I still get a certificate if the midterm project is missed?,machine-learning-zoomcamp,1d644223
Is certification possible without completing the midterm project?,machine-learning-zoomcamp,1d644223
Do I qualify for a certificate even if I missed the midterm project?,machine-learning-zoomcamp,1d644223
Am I eligible for a certificate if the midterm project is not done?,machine-learning-zoomcamp,1d644223
What Python knowledge should I have before starting?,machine-learning-zoomcamp,14890cd2
Can you recommend a course for learning Python basics?,machine-learning-zoomcamp,14890cd2
Is there an article to determine if I know enough Python?,machine-learning-zoomcamp,14890cd2
What basic Python concepts are important for this course?,machine-learning-zoomcamp,14890cd2
What should I do if I don’t know enough Python?,machine-learning-zoomcamp,14890cd2
"Does the course require specific hardware, or can we use the cloud?",machine-learning-zoomcamp,a4fad482
Do I need a high-performance laptop for Machine Learning in the course?,machine-learning-zoomcamp,a4fad482
Is an internet connection sufficient for the Machine Learning part of the course?,machine-learning-zoomcamp,a4fad482
Can I use any cloud service for the Deep Learning part of the course?,machine-learning-zoomcamp,a4fad482
Do you recommend Saturn cloud for resource-intensive tasks in the Deep Learning part?,machine-learning-zoomcamp,a4fad482
Where can I find instructions to set up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Is there an article that details how to set up TensorFlow on Ubuntu with GPU support?,machine-learning-zoomcamp,34b7fd35
Can you provide a guide for setting up TensorFlow GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Where can I get help for setting up TensorFlow with GPU on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Is there a recommended resource for configuring TensorFlow GPU support on an Ubuntu system?,machine-learning-zoomcamp,34b7fd35
I’m new to Slack and can’t find the course channel. Where is it?,machine-learning-zoomcamp,4930aa19
How can I join a channel in Slack?,machine-learning-zoomcamp,4930aa19
Do we need to provide the GitHub link for our homework code?,machine-learning-zoomcamp,4930aa19
Is it mandatory to provide the URL to our GitHub repo?,machine-learning-zoomcamp,4930aa19
What happens if I don't provide the URL to my GitHub repo?,machine-learning-zoomcamp,4930aa19
question1,machine-learning-zoomcamp,ee58a693
question2,machine-learning-zoomcamp,ee58a693
question3,machine-learning-zoomcamp,ee58a693
question4,machine-learning-zoomcamp,ee58a693
question5,machine-learning-zoomcamp,ee58a693
Is there a self-paced option available for the course?,machine-learning-zoomcamp,636f55d5
Can I start the course at any time?,machine-learning-zoomcamp,636f55d5
When is the next cohort-based iteration?,machine-learning-zoomcamp,636f55d5
Does the course offer both self-paced and cohort modes?,machine-learning-zoomcamp,636f55d5
Will there be future cohorts beyond September 2024?,machine-learning-zoomcamp,636f55d5
Is late homework submission allowed?,machine-learning-zoomcamp,c839b764
What happens if I miss the homework deadline?,machine-learning-zoomcamp,c839b764
Can I still complete the course if I don't submit homework?,machine-learning-zoomcamp,c839b764
Is homework mandatory for course completion?,machine-learning-zoomcamp,c839b764
Are there extensions for homework submissions?,machine-learning-zoomcamp,c839b764
I’ve just joined the course. What are my next steps to get started?,machine-learning-zoomcamp,0a278fb2
How can I find and access the course materials for my cohort?,machine-learning-zoomcamp,0a278fb2
What resources should I explore to catch up with the course?,machine-learning-zoomcamp,0a278fb2
How can I view the office hours from previous cohorts?,machine-learning-zoomcamp,0a278fb2
Where can I find the specific syllabus for the ML Zoomcamp course?,machine-learning-zoomcamp,0a278fb2
What is the deadline schedule for the 2023 cohort?,machine-learning-zoomcamp,8de4fefd
Where can I find the 2023 cohort deadlines?,machine-learning-zoomcamp,8de4fefd
Are the deadlines for the 2023 cohort listed somewhere?,machine-learning-zoomcamp,8de4fefd
How do I access the deadlines for the 2023 class?,machine-learning-zoomcamp,8de4fefd
Can you provide the deadline information for the 2023 students?,machine-learning-zoomcamp,8de4fefd
What’s the primary distinction between the 2022 and 2023 course iterations?,machine-learning-zoomcamp,94e86808
Which special module was included in the 2022 iteration?,machine-learning-zoomcamp,94e86808
Are the modules in the current course the same as last year?,machine-learning-zoomcamp,94e86808
Is the homework for this year the same as last year?,machine-learning-zoomcamp,94e86808
Did the 2023 course include BentoML like the 2022 version?,machine-learning-zoomcamp,94e86808
Will the course videos from 2021 be re-recorded for this iteration?,machine-learning-zoomcamp,e7ba6b8a
Are the 2021 course videos still relevant for the current course?,machine-learning-zoomcamp,e7ba6b8a
Can I start watching the 2021 videos if I didn't take the previous course?,machine-learning-zoomcamp,e7ba6b8a
What version of Python is recommended for the current course?,machine-learning-zoomcamp,e7ba6b8a
Have the course focus and skills changed since 2021?,machine-learning-zoomcamp,e7ba6b8a
How should I tag my social media posts about what I learned from the course?,machine-learning-zoomcamp,f7bc2f65
How do I include learning in public links when I submit my homework?,machine-learning-zoomcamp,f7bc2f65
Is there a limit to the number of extra points I can earn for posting learning links?,machine-learning-zoomcamp,f7bc2f65
Can I earn extra points for posting the same content on different social media sites?,machine-learning-zoomcamp,f7bc2f65
Are points for posting links different for midterms and capstones?,machine-learning-zoomcamp,f7bc2f65
How can I create community notes for the course?,machine-learning-zoomcamp,ae52a907
What's the process to add my notes to the 'Community Notes' section?,machine-learning-zoomcamp,ae52a907
Where should I link my notes in the course repository?,machine-learning-zoomcamp,ae52a907
How do I sync my fork with the original course repo?,machine-learning-zoomcamp,ae52a907
Who provided the guidelines for adding community notes?,machine-learning-zoomcamp,ae52a907
What are the links to the leaderboards for 2023 and 2022?,machine-learning-zoomcamp,dab5a24a
How do I compute the hash for my email using Python?,machine-learning-zoomcamp,dab5a24a
Is there an online tool I can use to get the hashed version of my email?,machine-learning-zoomcamp,dab5a24a
Why do I need to put my email in quotes when using the Python function?,machine-learning-zoomcamp,dab5a24a
Where do I paste my hashed email to find my scores?,machine-learning-zoomcamp,dab5a24a
How do I install wget on my Windows machine if it is not recognized as a command?,machine-learning-zoomcamp,49f9bda9
